Date,Quarter,United Kingdom,Australia,Finaland,France,Germany,Greece,Iceland,Ireland,Italy,Netherlands,Norway,Portugal,Spain,Sweden
2003,Q1,4.30910000000000,5.23813888900000,4.1366666666666700,4.111395382333330,4.043333333333330,4.31000000000000,4.73333333333333,4.083333333333330,4.24000000000000,4.057666666666670,5.41666666666667,4.13133333333333,4.09513239533333,4.580000000000000
2003,Q2,4.26623333333333,5.05899481666667,3.9466666666666700,3.936031746000000,3.863333333333330,4.07000000000000,4.43333333333333,3.930000000000000,4.16000000000000,3.955666666666670,4.92666666666667,3.95633333333333,3.91773650800000,4.430000000000000
2003,Q3,4.57500000000000,5.42327608366667,4.1300000000000000,4.133706004333330,4.090000000000000,4.24333333333333,4.19123333333333,4.130000000000000,4.33333333333333,4.144333333333330,4.94000000000000,4.21833333333333,4.14386611433333,4.646666666666670
2003,Q4,4.95603333333333,5.74669220133333,4.3266666666666700,4.342419254666670,4.286666666666670,4.44666666666667,4.26666666666667,4.356666666666670,4.45000000000000,4.335000000000000,4.89666666666667,4.41433333333333,4.33543932100000,4.896666666666670
2004,Q1,4.76730000000000,5.57881159433333,4.0633333333333300,4.105894065000000,4.063333333333330,4.29666666666667,4.05333333333333,4.116666666666670,4.27603333333333,4.079000000000000,4.31666666666667,4.14566666666667,4.11713902700000,4.503333333333330
2004,Q2,5.08960000000000,5.86885714266667,4.2766666666666700,4.306585858333330,4.220000000000000,4.46333333333333,3.87000000000000,4.293333333333330,4.46260000000000,4.306666666666670,4.76666666666667,4.37966666666667,4.30787092333333,4.650000000000000
2004,Q3,5.00876666666667,5.57098484866667,4.2366666666666700,4.158909091000000,4.113333333333330,4.31333333333333,3.74333333333333,4.073333333333330,4.32260000000000,4.180666666666670,4.33000000000000,4.21733333333333,4.17168181800000,4.453333333333330
2004,Q4,4.66340000000000,5.34444444433333,3.8600000000000000,3.825274515333330,3.750000000000000,3.95000000000000,3.63333333333333,3.763333333333330,3.97346666666667,3.813666666666670,4.06000000000000,3.83300000000000,3.81988001100000,4.093333333333330
2005,Q1,4.64210000000000,5.46740371766667,3.6300000000000000,3.641920634666670,3.600000000000000,3.76666666666667,3.52000000000000,3.576666666666670,3.74236666666667,3.598000000000000,3.89666666666667,3.60200000000000,3.63501031733333,3.820000000000000
2005,Q2,4.44126666666667,5.30006782100000,3.3333333333333300,3.373738816666670,3.303333333333330,3.60000000000000,3.57333333333333,3.246666666666670,3.53693333333333,3.305000000000000,3.70666666666667,3.34866666666667,3.35812554100000,3.343333333333330
2005,Q3,4.27896666666667,5.19843246100000,3.1433333333333300,3.233507905333330,3.166666666666670,3.41000000000000,3.62000000000000,3.113333333333330,3.39146666666667,3.223000000000000,3.55666666666667,3.32400000000000,3.17970023200000,3.060000000000000
2005,Q4,4.29323333333333,5.39398845600000,3.2966666666666700,3.388559436333330,3.343333333333330,3.56333333333333,4.10333333333333,3.346666666666670,3.55092000000000,3.370000000000000,3.82333333333333,3.47700000000000,3.37256204933333,3.306666666666670
2006,Q1,4.18240000000000,5.27226811600000,3.4466666666666700,3.512510737666670,3.476666666666670,3.77333333333333,4.29000000000000,3.576666666666670,3.72120000000000,3.486333333333330,3.73666666666667,3.60700000000000,3.48746798400000,3.430000000000000
2006,Q2,4.61033333333333,5.68918767500000,3.9466666666666700,3.987010575666670,3.936666666666670,4.28000000000000,4.22356666666667,3.993333333333330,4.26646666666667,3.952666666666670,4.16666666666667,4.06600000000000,3.96446296300000,3.886666666666670
2006,Q3,4.62056666666667,5.73632505200000,3.9333333333333300,3.897365769333330,3.880000000000000,4.19333333333333,4.28133333333333,3.776666666666670,4.17100000000000,3.890000000000000,4.21000000000000,4.04466666666667,3.89325189766667,3.833333333333330
2006,Q4,4.59340000000000,5.65370813400000,3.8033333333333300,3.786043130666670,3.756666666666670,4.03333333333333,4.73220000000000,3.810000000000000,4.02590000000000,3.794000000000000,4.19333333333333,3.94100000000000,3.79205741633333,3.666666666666670
2007,Q1,4.86160000000000,5.80789574333333,4.0366666666666700,4.054050539333330,4.003333333333330,4.26000000000000,4.78181919666667,4.053333333333330,4.23970000000000,4.034666666666670,4.45333333333333,4.15682733333333,4.06397878766667,3.873333333333330
2007,Q2,5.20726666666667,6.01178059566667,4.3833333333333300,4.387914977000000,4.330000000000000,4.57000000000000,4.71500027000000,4.420000000000000,4.54396666666667,4.377333333333330,4.92666666666667,4.49606100000000,4.38843609000000,4.210000000000000
2007,Q3,5.18370000000000,6.02259569366667,4.4400000000000000,4.442816854333330,4.340000000000000,4.65666666666667,4.90684916333333,4.416666666666670,4.63913333333333,4.433000000000000,4.94000000000000,4.59535566666667,4.44945256933333,4.306666666666670
2007,Q4,4.79253333333333,6.13581131666667,4.3133333333333300,4.328016642333330,4.193333333333330,4.51333333333333,5.44479765000000,4.423333333333330,4.52623333333333,4.307666666666670,4.77666666666667,4.44832133333333,4.32463911466667,4.280000000000000
2008,Q1,4.52030000000000,6.15215956566667,4.0666666666666700,4.082848340333330,3.926666666666670,4.39333333333333,4.65372779666667,4.243333333333330,4.37776666666667,4.049333333333330,4.39666666666667,4.31211733333333,4.14815136333333,4.006666666666670
2008,Q2,4.90726666666667,6.37074206333333,4.4900000000000000,4.469826840000000,4.253333333333330,4.81666666666667,4.39848588000000,4.760000000000000,4.77853333333333,4.432333333333330,4.69000000000000,4.69492733333333,4.50801392500000,4.223333333333330
2008,Q3,4.78206666666667,5.95831027666667,4.5566666666666700,4.484653995333330,4.260000000000000,4.96666666666667,4.10316533000000,4.633333333333330,4.90420000000000,4.479333333333330,4.70666666666667,4.76837400000000,4.64177153866667,4.126666666666670
2008,Q4,4.15326666666667,4.79056385300000,4.0466666666666700,3.899921739000000,3.496666666666670,5.03333333333333,4.04536765333333,4.563333333333330,4.66376666666667,3.946000000000000,4.04000000000000,4.30400200000000,4.15699215700000,3.193333333333330
2009,Q1,3.53650000000000,4.22215909100000,3.8700000000000000,3.642385687333330,3.073333333333330,5.72333333333333,4.76438101000000,5.656666666666670,4.53850000000000,3.739333333333330,3.75000000000000,4.50275600000000,4.14605133666667,2.890000000000000
2009,Q2,3.58330000000000,5.02431746033333,3.8900000000000000,3.787752437333330,3.323333333333330,5.35000000000000,4.31333333333333,5.530000000000000,4.45910000000000,3.860000000000000,4.08333333333333,4.43918100000000,4.09834848500000,3.456666666666670
2009,Q3,3.73153333333333,5.44823748366667,3.6733333333333300,3.635720253000000,3.303333333333330,4.65666666666667,4.24333333333333,4.873333333333330,4.19230000000000,3.651000000000000,4.13000000000000,4.04498358300000,3.86452158233333,3.400000000000000
2009,Q4,3.73873333333333,5.46333333333333,3.5200000000000000,3.529371834666670,3.190000000000000,4.96666666666667,3.87666666666667,4.870000000000000,4.05483333333333,3.497000000000000,4.03000000000000,3.85367378066667,3.78827157300000,3.253333333333330
2010,Q1,4.05213333333333,5.55166666666667,3.3766666666666700,3.483713768000000,3.176666666666670,6.24000000000000,3.78000000000000,4.650000000000000,4.02330000000000,3.397000000000000,3.93333333333333,4.34789017600000,3.93240942033333,3.283333333333330
2010,Q2,3.82620000000000,5.53416666666667,3.1033333333333300,3.183499526333330,2.776666666666670,8.30000000000000,3.59333333333333,5.146666666666670,4.02853333333333,3.079333333333330,3.55333333333333,5.11410503366667,4.18035463666667,2.826666666666670
2010,Q3,3.28960000000000,5.03916666666667,2.6833333333333300,2.781601394000000,2.423333333333330,10.79333333333330,3.26333333333333,5.763333333333330,3.89666666666667,2.645000000000000,3.25000000000000,5.62534848466667,4.18830303033333,2.560000000000000
2010,Q4,3.32976666666667,5.33916666666667,2.8800000000000000,3.019214258666670,2.596666666666670,11.03333333333330,3.33666666666667,8.410000000000000,4.19433333333333,2.839000000000000,3.37666666666667,6.49828944733333,4.69893650800000,2.903333333333330
2011,Q1,3.78193333333333,5.52166666666667,3.3766666666666700,3.551905395333330,3.143333333333330,11.85666666666670,3.10666666666667,9.553333333333330,4.78000000000000,3.353000000000000,3.77666666666667,7.35898630100000,5.29552270533333,3.346666666666670
2011,Q2,3.56053333333333,5.33250000000000,3.3933333333333300,3.536596227333330,3.096666666666670,15.49666666666670,3.03666666666667,11.066666666666700,4.80420000000000,3.444666666666670,3.54333333333333,9.89453668133333,5.37692743200000,3.066666666666670
2011,Q3,2.86700000000000,4.57166666666667,2.7300000000000000,3.009406671333330,2.260000000000000,16.61000000000000,3.11666666666667,9.040000000000000,5.49316666666667,2.728666666666670,2.73333333333333,11.47394827666670,5.42581074733333,2.250000000000000
2011,Q4,2.33450000000000,4.09250000000000,2.5233333333333300,3.186323978666670,1.933333333333330,19.03333333333330,2.52666666666667,8.650000000000000,6.61366666666667,2.428666666666670,2.48666666666667,12.22900971666670,5.64931601733333,1.756666666666670
2012,Q1,2.21750000000000,3.97166666666667,2.3066666666666700,3.049875180333330,1.833333333333330,24.73666666666670,2.16666666666667,7.046666666666670,5.71046666666667,2.227333333333330,2.36666666666667,13.22314239000000,5.22670274166667,1.846666666666670
2012,Q2,1.97436666666667,3.37666666666667,1.9100000000000000,2.771583145000000,1.420000000000000,25.40000000000000,2.38000000000000,6.793333333333330,5.78760000000000,2.064333333333330,2.11000000000000,11.38280342333330,6.16830880233333,1.593333333333330
2012,Q3,1.68266666666667,3.05583333333333,1.6366666666666700,2.210609697333330,1.356666666666670,23.69000000000000,2.25000000000000,5.613333333333330,5.69066666666667,1.782666666666670,1.90666666666667,9.66556796033334,6.43226190466667,1.426666666666670
2012,Q4,1.79763333333333,3.11250000000000,1.6800000000000000,2.111908001333330,1.370000000000000,16.16333333333330,2.31000000000000,4.513333333333330,4.78196666666667,1.659666666666670,2.02333333333333,7.91454739466667,5.55887542066667,1.503333333333330
2013,Q1,2.07813333333333,3.46916666666667,1.7200000000000000,2.160252836333330,1.466666666666670,11.14333333333330,2.36333333333333,4.016666666666670,4.44700000000000,1.739666666666670,2.34666666666667,6.24575378633333,5.06330757566667,1.906666666666670
2013,Q2,2.01163333333333,3.33666666666667,1.6633333333333300,1.962096642333330,1.340000000000000,10.24000000000000,2.63000000000000,3.813333333333330,4.20696666666667,1.782333333333330,2.19000000000000,5.96831068533333,4.50270447333333,1.833333333333330
2013,Q3,2.67470000000000,3.87000000000000,2.0566666666666700,2.364977256333330,1.726666666666670,10.23000000000000,2.42666666666667,3.983333333333330,4.45950000000000,2.183333333333330,2.85666666666667,6.84301621000000,4.52808683100000,2.366666666666670
2013,Q4,2.79466666666667,4.11333333333333,2.0033333333333300,2.330032608666670,1.746666666666670,8.60333333333333,2.78666666666667,3.500000000000000,4.15223333333333,2.130333333333330,2.91666666666667,6.11543652266667,4.15374927533333,2.376666666666670
2014,Q1,2.83613333333333,4.13333333333333,1.9366666666666700,2.262914502333330,1.610000000000000,7.59333333333333,3.15666666666667,3.140000000000000,3.63886666666667,1.933000000000000,2.91333333333333,4.85926414133333,3.55275000000000,2.253333333333330
2014,Q2,2.74160000000000,3.83666666666667,1.7000000000000000,1.858657143000000,1.350000000000000,6.17000000000000,3.17333333333333,2.590000000000000,3.09043333333333,1.717666666666670,2.74000000000000,3.66078787866667,2.91668492033333,1.913333333333330
2014,Q3,2.58696666666667,3.47666666666667,1.2233333333333300,1.438733044666670,0.993333333333333,6.02666666666667,3.29666666666667,1.880000000000000,2.60876666666667,1.253666666666670,2.39666666666667,3.44605075633333,2.42881515166667,1.563333333333330
2014,Q4,2.11163333333333,3.18000000000000,0.9333333333333340,1.105451778666670,0.700000000000000,7.92666666666667,3.18000000000000,1.446666666666670,2.23473333333333,0.914333333333334,2.01000000000000,3.04969710133333,1.98907425633333,1.150000000000000
2015,Q1,1.70653333333333,2.54000000000000,0.4966666666666670,0.593410317333333,0.306666666666667,9.90666666666667,2.81333333333333,0.923333333333333,1.51770000000000,0.420666666666667,1.46000000000000,2.18333333333333,1.42700447333333,0.660000000000000
2015,Q2,1.98296666666667,2.75666666666667,0.6633333333333330,0.839791270000000,0.490000000000000,11.46000000000000,2.79333333333333,1.150000000000000,1.78946666666667,0.707333333333333,1.62000000000000,2.40333333333333,1.77244537466667,0.693333333333333
2015,Q3,1.99886666666667,2.77333333333333,0.9066666666666660,1.041099230666670,0.656666666666667,9.40000000000000,2.45333333333333,1.293333333333330,1.93370000000000,0.901666666666667,1.59666666666667,2.61666666666667,2.02707676133333,0.726666666666667
2015,Q4,1.91576666666667,2.77333333333333,0.8266666666666670,0.893190043333334,0.530000000000000,7.81000000000000,2.58333333333333,1.086666666666670,1.61493333333333,0.731666666666666,1.58333333333333,2.49000000000000,1.71382251100000,0.796666666666667
2016,Q1,1.60996666666667,2.59333333333333,0.6133333333333330,0.648156349000000,0.256666666666667,9.53666666666667,2.71666666666667,0.856666666666666,1.48900000000000,0.445666666666667,1.39000000000000,2.92666666666667,1.66741190500000,0.786666666666666
2016,Q2,1.47196666666667,2.32000000000000,0.4133333333333330,0.471207070333333,0.080000000000000,8.19666666666666,2.83666666666667,0.746666666666667,1.47386666666667,0.343000000000000,1.29000000000000,3.15666666666667,1.51999278500000,0.700000000000000
2016,Q3,0.84110000000000,1.93333333333333,0.0866666666666667,0.169499184333333,-0.123333333333333,8.17333333333334,2.85000000000000,0.393333333333333,1.22320000000000,0.050000000000000,1.08666666666667,3.07666666666667,1.07476955900000,0.163333333333333
2016,Q4,1.29780000000000,2.50000000000000,0.3466666666666670,0.582660029000000,0.146666666666667,7.53333333333333,2.70000000000000,0.753333333333333,1.75966666666667,0.325666666666667,1.56000000000000,3.52666666666667,1.31103463233333,0.426666666666667
2017,Q1,1.30670000000000,2.76333333333333,0.5100000000000000,0.971799868333333,0.286666666666667,7.24333333333333,2.58000000000000,1.006666666666670,2.24803333333333,0.484000000000000,1.73333333333333,3.99333333333333,1.62894664033333,0.666666666666667
2017,Q2,1.09366666666667,2.50333333333333,0.4766666666666670,0.786742721333333,0.270000000000000,6.10666666666667,2.27000000000000,0.820000000000000,2.16800000000000,0.530000000000000,1.57666666666667,3.34333333333333,1.54616835033333,0.530000000000000
2017,Q3,1.21300000000000,2.64666666666667,0.6633333333333340,0.750155388666667,0.386666666666667,5.48000000000000,2.10666666666667,0.740000000000000,2.15013333333333,0.587333333333333,1.63333333333333,2.83000000000000,1.54131962466667,0.636666666666667
2017,Q4,1.32986666666667,2.64333333333333,0.5366666666666670,0.733333333333334,0.326666666666667,5.08333333333333,1.90666666666667,0.603333333333333,1.88553333333333,0.487000000000000,1.60666666666667,2.04333333333333,1.51502870800000,0.786666666666667
2018,Q1,1.50150000000000,2.77666666666667,0.7433333333333330,0.893333333333333,0.553333333333333,4.06666666666667,1.92666666666667,1.036666666666670,2.01016666666667,0.666666666666667,1.90333333333333,1.89000000000000,1.44709422800000,0.843333333333334
2018,Q2,1.47843333333333,2.74333333333333,0.6733333333333330,NA,0.420000000000000,4.24000000000000,1.96333333333333,0.900000000000000,2.23243333333333,0.643333333333333,1.88000000000000,1.79000000000000,1.32567431466667,0.640000000000000
2018,Q3,1.42510000000000,2.62000000000000,0.5833333333333330,NA,0.313333333333333,4.07666666666667,1.84666666666667,0.910000000000000,2.92100000000000,0.496666666666667,1.81000000000000,1.82000000000000,1.37724558633333,0.543333333333333
2018,Q4,1.43760000000000,2.59666666666667,0.6466666666666670,NA,0.300000000000000,4.35666666666667,1.63333333333333,0.910000000000000,3.27800000000000,0.500000000000000,1.92333333333333,1.87000000000000,1.52948163200000,0.580000000000000
